Added,Cover,Sample,Web Player,Search In Goodreads,Title,Title Short,Series,Book Numbers,Blurb,Authors,Narrators,Tags,Categories,Parent Category,Child Category,Length,Progress,Release Date,Publishers,My Rating,Rating,Ratings,Favorite,Format,Language,Whispersync,From Plus Catalog,Unavailable,Archived,Downloaded,Store Page Changed,Store Page Missing,ASIN,ISBN10,ISBN13,Summary,People Also Bought,Subtitle,Collection Ids
341,"=HYPERLINK(""https://audible.com/pd/B00BU8KV2S?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/517cLLptX7L._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B00BU8KV2S""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Helene%20Wecker%20-%20The%20Golem%20and%20the%20Jinni""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B00BU8KV2S?ipRedirectOverride=true&overrideBaseCountry=true"";""The Golem and the Jinni: A Novel"")","=HYPERLINK(""https://audible.com/pd/B00BU8KV2S?ipRedirectOverride=true&overrideBaseCountry=true"";""The Golem and the Jinni"")",The Golem and the Jinni (book 1),'1,Helene Wecker's dazzling debut novel tells the story of two supernatural creatures who appear mysteriously in 1899 New York....,Helene Wecker,George Guidall,"Contemporary, Fantasy, Fantasy Essentials, Jewish, Magic, Paranormal & Urban, World Literature, New York, Funny, Scary, Feel-Good",Literature & Fiction > Genre Fiction,Literature & Fiction,Genre Fiction,"'19h 42m ",'11m left,2013-04-23,HarperAudio,','4.5,'18886,,Unabridged Audiobook,English,available,,,,,,,'B00BU8KV2S,'0062110837,'9780062110831,"<p><b>Audie Award Finalist, Fiction, 2014</b></p> <p>Helene Wecker's dazzling debut novel tells the story of two supernatural creatures who appear mysteriously in 1899 New York. Chava is a golem, a creature made of clay, brought to life by a strange man who dabbles in dark Kabbalistic magic. When her master dies at sea on the voyage from Poland, she is unmoored and adrift as the ship arrives in New York Harbor. Ahmad is a jinni, a being of fire, born in the ancient Syrian Desert. Trapped in an old copper flask by a Bedouin wizard centuries ago, he is released accidentally by a tinsmith in a Lower Manhattan shop. </p> <p>Struggling to make their way in this strange new place, the Golem and the Jinni try to fit in with their neighbors while masking their true natures. Surrounding them is a community of immigrants: the coffeehouse owner Maryam Faddoul, a pillar of wisdom and support for her Syrian neighbors; the solitary ice cream maker Saleh, a damaged man cursed by tragedy; the kind and caring Rabbi Meyer and his beleaguered nephew, Michael, whose Sheltering House receives newly arrived Jewish men; the adventurous young socialite Sophia Winston; and the enigmatic Joseph Schall, a dangerous man driven by ferocious ambition and esoteric wisdom. </p> <p>Meeting by chance, the two creatures become unlikely friends whose tenuous attachment challenges their opposing natures, until the night a terrifying incident drives them back into their separate worlds. But a powerful menace will soon bring the Golem and the Jinni together again, threatening their existence and forcing them to make a fateful choice. </p> <p>Marvelous and compulsively listenable, The Golem and the Jinni weaves strands of folk mythology, historical fiction, and magical fable into a wondrously inventive and unforgettable tale.</p>",,A Novel,
340,"=HYPERLINK(""https://audible.com/pd/B002VA9CAQ?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/51tPK4B2wYL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B002VA9CAQ""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=John%20Scalzi%20-%20The%20Last%20Colony""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B002VA9CAQ?ipRedirectOverride=true&overrideBaseCountry=true"";""The Last Colony: Old Man's War, Book 3"")","=HYPERLINK(""https://audible.com/pd/B002VA9CAQ?ipRedirectOverride=true&overrideBaseCountry=true"";""The Last Colony"")",Old Man’s War (book 3),'3,"Retired from his fighting days, John Perry is now village ombudsman for a human colony on distant Huckleberry. With his wife, former Special Forces warrior Jane Sagan, he farms several acres, adjudicates local disputes, and enjoys watching his adopted daughter grow up....",John Scalzi,William Dufris,"Adventure, Fiction, Military, Science Fiction, Space Opera, War, Thought-Provoking",Science Fiction & Fantasy > Science Fiction,Science Fiction & Fantasy,Science Fiction,"'9h 51m ",',2008-10-13,Macmillan Audio,','4.6,'10492,,Unabridged Audiobook,English,available,,,,,,,'B002VA9CAQ,'142993378X,'9781429933780,"<p>Retired from his fighting days, John Perry is now village ombudsman for a human colony on distant Huckleberry. With his wife, former Special Forces warrior Jane Sagan, he farms several acres, adjudicates local disputes, and enjoys watching his adopted daughter grow up.</p> <p>That is, until his and Jane's past reaches out to bring them back into the game — as leaders of a new human colony, to be peopled by settlers from all the major human worlds, for a deep political purpose that will put Perry and Sagan back in the thick of interstellar politics, betrayal, and war.</p> <p>The highly anticipated conclusion to John Scalzi's SF trilogy begun with <i>Old Man's War</i> and <i>The Ghost Brigades</i> concludes with<i> The</i> <i>Last Colony</i></p>",,"Old Man's War, Book 3",
339,"=HYPERLINK(""https://audible.com/pd/B071CGXYVJ?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/514eYOli8TL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B071CGXYVJ""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Andy%20Weir%20-%20James%20Moriarty%2C%20Consulting%20Criminal""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B071CGXYVJ?ipRedirectOverride=true&overrideBaseCountry=true"";""James Moriarty, Consulting Criminal"")","=HYPERLINK(""https://audible.com/pd/B071CGXYVJ?ipRedirectOverride=true&overrideBaseCountry=true"";""James Moriarty, Consulting Criminal"")",,,"His razor-sharp intellect, uncanny powers of deduction, and knowledge of the criminal underground are legendary throughout London....",Andy Weir,Graeme Malcolm,"Detective, Historical, Mystery, Fiction, Crime, Scary, Sherlock Holmes","Mystery, Thriller & Suspense > Mystery","Mystery, Thriller & Suspense",Mystery,"'1h 10m ",'32m left,2017-06-06,Audible Studios,'5,'4.4,'6267,,Unabridged Audiobook,English,,,,,,,,'B071CGXYVJ,,,"<p>His razor-sharp intellect, uncanny powers of deduction, and knowledge of the criminal underground are legendary throughout London. He solves cases with the able assistance of his close friend and confidant. And, one day, he will become the arch enemy of Sherlock Holmes. </p> <p>Meet Professor James Moriarty - consulting criminal. </p> <p>In these three original tales - collected for the first time - Andy Weir brings to life a Moriarty worthy of the Great Detective himself. </p>",,,
338,"=HYPERLINK(""https://audible.com/pd/B082LSC2RR?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/519IQMeJEtL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B082LSC2RR""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Faith%20Hunter%20-%20Junkyard%20Cats""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B082LSC2RR?ipRedirectOverride=true&overrideBaseCountry=true"";""Junkyard Cats: Shining Smith, Book 1"")","=HYPERLINK(""https://audible.com/pd/B082LSC2RR?ipRedirectOverride=true&overrideBaseCountry=true"";""Junkyard Cats"")",Shining Smith (book 1),'1,"After the Final War, after the appearance of the Bug aliens and their enforced peace, Shining Smith is still alive, still doing business from the old scrapyard bequeathed to her by her father. But Shining is now something more than human....",Faith Hunter,Khristine Hvam,"Fiction, Post-Apocalyptic, Science Fiction, Funny, Scary, Feel-Good, Witty, Heartfelt, Thought-Provoking",Science Fiction & Fantasy > Science Fiction,Science Fiction & Fantasy,Science Fiction,"'5h 2m ",',2020-01-02,Audible Originals,','4.1,'22420,,Original Recording Audiobook,English,,,,,,,,'B082LSC2RR,,,"<p><b>From the author of the best-selling Jane Yellowrock and Soulwood series comes a tough new heroine who is far more than she seems.</b></p> <p>After the Final War, after the appearance of the Bug aliens and their enforced peace, Shining Smith is still alive, still doing business from the old scrapyard bequeathed to her by her father. But Shining is now something more than human. And the scrapyard is no longer just a scrapyard, but a place full of secrets that she has guarded for years.</p> <p>This life she has built, while empty, is predictable and safe. Until the only friend left from her previous life shows up, dead, in the back of a scrapped Tesla warplane. Clutched in her cold fingers is a note to Shining - warning her of a coming attack.</p> <p>With dread, Shining realizes: Someone knows who she is. Someone knows what she is guarding. Will she be able to protect the scrapyard? Will she even survive? Or will Shining have to destroy everything she loves to keep her secrets out of the wrong hands? </p>",,"Shining Smith, Book 1",
337,"=HYPERLINK(""https://audible.com/pd/B082P5ZTHD?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/514rIUZUjKL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B082P5ZTHD""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Lee%20Bacon%20-%20Interview%20with%20the%20Robot""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B082P5ZTHD?ipRedirectOverride=true&overrideBaseCountry=true"";""Interview with the Robot"")","=HYPERLINK(""https://audible.com/pd/B082P5ZTHD?ipRedirectOverride=true&overrideBaseCountry=true"";""Interview with the Robot"")",,,"Eve looks like an ordinary 12-year-old girl, but there’s nothing ordinary about her. She has no last name. No parents or guardian. She’s on the run from a dangerous and secretive organization that will stop at nothing to track her down. And most astonishing of all: she’s a robot....",Lee Bacon,"Kevin T. Collins, Ellen Archer, Josh Hurley, Eileen Stevens, Erin Mallon, Jonathan Davis, Stephen Bel Davies","Fantasy, Fantasy & Magic, Fiction, Robots, Science Fiction, Science Fiction & Fantasy, Technology, Robotics, Artificial Intelligence, Funny, Feel-Good",Children's Audiobooks > Science Fiction & Fantasy,Children's Audiobooks,Science Fiction & Fantasy,"'3h 42m ",'3h 19m left,2020-01-02,Audible Originals,','4.5,'20402,,Original Recording Audiobook,English,,,,,,,,'B082P5ZTHD,,'9798887070841,"<p><b>Ages 10+</b></p> <p>Fugitive. Criminal. Robot.</p> <p>A sci-fi adventure for young listeners, <i>Interview with the Robot</i> introduces a unique heroine who seeks the truth about herself.</p> <p>Eve looks like an ordinary 12-year-old girl, but there’s nothing ordinary about her. She has no last name. No parents or guardian. She’s on the run from a dangerous and secretive organization that will stop at nothing to track her down.</p> <p>And most astonishing of all: she’s a robot, a product of Eden Laboratories. When Eve discovers the truth, she realizes everything she thought she knew about herself is a lie. Eve manages to escape, fleeing the lab, the only home she’s ever known.</p> <p>After being arrested for shoplifting, Eve is interviewed by Petra Amis from Child Welfare Services. Her incredible story unfolds during the interrogation, with flashbacks to her life inside Eden Laboratories, which has a dark secret. Listeners follow Eve from her first moment of consciousness to her evolution as a nearly-human companion to Emory, the son of the founder of Eden Laboratories.</p> <p>Exploring a range of topics that drive our society and our lives—topics such as artificial intelligence and human nature - <i>Interview with the Robot</i> is a story told by a startlingly original protagonist, a story that explores the vast potential of technology and the deep complexities of humanity. </p>",,,
336,"=HYPERLINK(""https://audible.com/pd/B07MFWKPJ7?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/51N8bk4dh5L._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B07MFWKPJ7""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Kate%20McKinnon%20-%20Heads%20Will%20Roll""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B07MFWKPJ7?ipRedirectOverride=true&overrideBaseCountry=true"";""Heads Will Roll"")","=HYPERLINK(""https://audible.com/pd/B07MFWKPJ7?ipRedirectOverride=true&overrideBaseCountry=true"";""Heads Will Roll"")",,,Heads Will Roll is an Audible Original from Saturday Night Live star Kate McKinnon and her cocreator/costar (and real-life sister) Emily Lynne....,"Kate McKinnon, Emily Lynne","Kate McKinnon, Emily Lynne, Tim Gunn, Meryl Streep, Peter Dinklage, full cast","Literature & Fiction, Satire, Comedy, Witty, Royalty, Funny, Feel-Good, Scary, Inspiring, Suspenseful, Heartfelt",Comedy & Humor > Literature & Fiction,Comedy & Humor,Literature & Fiction,"'4h 6m ",'2h 44m left,2019-05-02,Audible Originals,','4.3,'17688,,Original Recording Audiobook,English,,,,,,,,'B07MFWKPJ7,,,"<p><b>ABOUT THIS AUDIBLE ORIGINAL</b> </p> <p><b>Please note:</b> This content is not for kids. It is for mature audiences only. This audio comedy features sexual content, adult language and themes, and violence against peasants and hobgoblins alike. Discretion is advised.</p> <p><i>Heads Will Roll</i> is an Audible Original from <i>Saturday Night Live</i> star Kate McKinnon and her cocreator/costar (and real-life sister) Emily Lynne. Produced by Broadway Video, this is not an audiobook - it’s a 10-episode, star-studded audio comedy that features performances from Meryl Streep, Tim Gunn, Peter Dinklage, <i>Queer Eye</i>’s Fab Five, and so many more. </p> <p>Queen Mortuana of the Night Realm (McKinnon) and her ditsy raven minion JoJo (Lynne) receive a prophecy about a peasant uprising. Together, they must journey to find the “Shard of Acquiescence”, which will put down the rebellion and save the throne. Will their friendship survive sensitive generals, chatty sex slaves, whiny behemoths, princes with bird fetishes, and the notion of democracy? </p> <p>This raunchy satire also includes the wicked talents of Andrea Martin, Carol Kane, Audra McDonald, Aidy Bryant, Alex Moffat, Heidi Gardner, Chris Redd, Steve Higgins, Bob the Drag Queen, Esther Perel, and more. So, hold on to your head, and let the bad times roll. </p>",,,
335,"=HYPERLINK(""https://audible.com/pd/B07VYMVXK6?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/51QNIbZh6XL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B07VYMVXK6""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Brandon%20Sanderson%20-%20Starsight""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B07VYMVXK6?ipRedirectOverride=true&overrideBaseCountry=true"";""Starsight"")","=HYPERLINK(""https://audible.com/pd/B07VYMVXK6?ipRedirectOverride=true&overrideBaseCountry=true"";""Starsight"")",The Skyward Series (book 2),'2,"All her life, Spensa has dreamed of becoming a pilot. Of proving she's a hero like her father. She made it to the sky, but the truths she learned about her father were crushing. The rumors of his cowardice are true - he deserted his flight during battle against the Krell....",Brandon Sanderson,Suzy Jackson,"Action & Adventure, Dystopian, Fantasy, Literature & Fiction, Science Fiction, Science Fiction & Fantasy, Funny",Science Fiction & Fantasy > Science Fiction,Science Fiction & Fantasy,Science Fiction,"'14h 30m ",'Finished,2019-11-26,Audible Studios,','4.8,'23007,,Unabridged Audiobook,English,available,,,,,,,'B07VYMVXK6,'0399555838,'9780399555831,"<p><b>The sequel to the</b> <b><i>New York Times</i></b> <b>best seller</b> <b><i>Skyward</i></b><b>! </b></p> <p><b>From the number-one</b> <b><i>New York Times</i></b> <b>best-selling author of the Reckoners series,</b> <b><i>Words of Radiance,</i></b> <b>the Mistborn trilogy, and the Stormlight Archive comes the second book in an epic series about a girl with a secret in a dangerous world at war for humanity's future. </b></p> <p>All her life, Spensa has dreamed of becoming a pilot. Of proving she's a hero like her father. She made it to the sky, but the truths she learned about her father were crushing. The rumors of his cowardice are true - he deserted his flight during battle against the Krell. Worse, though, he turned against his team and attacked them. </p> <p>Spensa is sure there's more to the story. And she's sure that whatever happened to her father in his starship could happen to her. When she made it outside the protective shell of her planet, she heard the stars - and it was terrifying. Everything Spensa has been taught about her world is a lie. </p> <p>But Spensa also discovered a few other things about herself - and she'll travel to the end of the galaxy to save humankind if she needs to. </p> <p>""[A] nonstop, highflying opener."" (<i>Kirkus Reviews,</i> starred review) </p> <p>""With this action-packed trilogy opener, Sanderson offers up a resourceful, fearless heroine and a memorable cast."" (<i>Publishers Weekly</i>) </p> <p>""Sanderson delivers a cinematic adventure that explores the defining aspects of the individual versus the society.... Fans of Sanderson will not be disappointed."" (<i>SLJ</i>)</p>",,,
334,"=HYPERLINK(""https://audible.com/pd/B0794BXZBF?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/617ySf3g9bL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B0794BXZBF""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Madeline%20Miller%20-%20Circe""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B0794BXZBF?ipRedirectOverride=true&overrideBaseCountry=true"";""Circe"")","=HYPERLINK(""https://audible.com/pd/B0794BXZBF?ipRedirectOverride=true&overrideBaseCountry=true"";""Circe"")",,,"This #1 New York Times bestseller is a ""bold and subversive retelling of the goddess's story"" that brilliantly reimagines the life of Circe, formidable sorceress of The Odyssey (Alexandra Alter, TheNew York Times). In the house of Helios, god of the sun and mightiest of the Titans, a daughter is...",Madeline Miller,Perdita Weeks,"Ancient, Audible Essentials, Fairy Tales, Fantasy, Fantasy Essentials, Fiction, Genre Fiction, Goodreads Choice Award, Historical Fiction, Literary Fiction, Magic, Sagas, Mythology, Ancient Greece, Greek Mythology, Heartfelt, Witty, Feel-Good, Thought-Provoking, Emotionally Gripping",Literature & Fiction > Classics,Literature & Fiction,Classics,"'12h 8m ",'&lt;1 min,2018-04-10,Hachette Audio,','4.7,'56772,,Unabridged Audiobook,English,available,,,,,,,'B0794BXZBF,'6020665933,'9786020665931,"<b>This #1 <i>New York Times </i>bestseller is a ""bold and subversive retelling of the goddess's story"" that brilliantly reimagines the life of Circe, formidable sorceress of The Odyssey (Alexandra Alter, <i>The</i><i>New York Times</i>).</b><br><br> In the house of Helios, god of the sun and mightiest of the Titans, a daughter is born. But Circe is a strange child -- not powerful, like her father, nor viciously alluring like her mother. Turning to the world of mortals for companionship, she discovers that she does possess power -- the power of witchcraft, which can transform rivals into monsters and menace the gods themselves.<br><br> Threatened, Zeus banishes her to a deserted island, where she hones her occult craft, tames wild beasts and crosses paths with many of the most famous figures in all of mythology, including the Minotaur, Daedalus and his doomed son Icarus, the murderous Medea, and, of course, wily Odysseus.<br><br> But there is danger, too, for a woman who stands alone, and Circe unwittingly draws the wrath of both men and gods, ultimately finding herself pitted against one of the most terrifying and vengeful of the Olympians. To protect what she loves most, Circe must summon all her strength and choose, once and for all, whether she belongs with the gods she is born from, or the mortals she has come to love.<br><br> With unforgettably vivid characters, mesmerizing language, and page-turning suspense, Circe is a triumph of storytelling, an intoxicating epic of family rivalry, palace intrigue, love and loss, as well as a celebration of indomitable female strength in a man's world.<br><br><b>#1 <i>New York Times</i> Bestseller -- named one of the Best Books of the Year by NPR, the <i>Washington Post</i>, <i>People</i>, <i>Time</i>, Amazon, <i>Entertainment Weekly</i>, <i>Bustle<i>, <i>Newsweek</i>, the A.V. Club, <i>Christian Science Monitor</i>, <i>Refinery 29</i>, Buzzfeed, Paste, Audible, <i>Kirkus</i>, <i>Publishers Weekly</i>, Thrillist, NYPL, <i>Self</i>, <i>Real Simple</i>, Goodreads, <i>Boston Globe</i>, Electric Literature, BookPage, <i>the Guardian</i>, Book Riot, <i>Seattle Times</i>, and <i>Business Insider</i>.</i></i></b>",,,
333,"=HYPERLINK(""https://audible.com/pd/B00UKD0KA2?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/51JznJZMTdL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B00UKD0KA2""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Sabaa%20Tahir%20-%20An%20Ember%20in%20the%20Ashes""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B00UKD0KA2?ipRedirectOverride=true&overrideBaseCountry=true"";""An Ember in the Ashes"")","=HYPERLINK(""https://audible.com/pd/B00UKD0KA2?ipRedirectOverride=true&overrideBaseCountry=true"";""An Ember in the Ashes"")",An Ember in the Ashes (book 1),'1,"Set in a terrifyingly brutal Rome-like world, An Ember in the Ashes is an epic fantasy debut about an orphan fighting for her family and a soldier fighting for his freedom....",Sabaa Tahir,"Fiona Hardingham, Steve West","Action & Adventure, Dystopian, Epic, Epic Fantasy, Fantasy, Fantasy Essentials, Fiction, Literature & Fiction, Science Fiction, Science Fiction & Fantasy, Series Essentials, Survival",Teen & Young Adult > Literature & Fiction,Teen & Young Adult,Literature & Fiction,"'15h 22m ",',2015-04-28,Listening Library,','4.6,'7885,,Unabridged Audiobook,English,available,,,,,,,'B00UKD0KA2,'0698176464,'9780698176461,"<p>Set in a terrifyingly brutal Rome-like world, <i>An Ember in the Ashes</i> is an epic fantasy debut about an orphan fighting for her family and a soldier fighting for his freedom. It's a story that's literally burning to be told. </p> <p>Laia is a Scholar living under the iron-fisted rule of the Martial Empire. When her brother is arrested for treason, Laia goes undercover as a slave at the empire's greatest military academy in exchange for assistance from rebel Scholars who claim they will help to save her brother from execution. </p> <p>Elias is the academy's finest soldier - and secretly its most unwilling. Elias is considering deserting the military, but before he can, he's ordered to participate in a ruthless contest to choose the next Martial emperor. </p> <p>When Laia and Elias' paths cross at the academy, they find that their destinies are more intertwined than either could have imagined and that their choices will change the future of the empire itself. </p>",,,
332,"=HYPERLINK(""https://audible.com/pd/B01HIJ8X36?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/51ODo8AOXDL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B01HIJ8X36""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Drew%20Magary%20-%20The%20Hike%3A%20A%20Novel""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B01HIJ8X36?ipRedirectOverride=true&overrideBaseCountry=true"";""The Hike: A Novel"")","=HYPERLINK(""https://audible.com/pd/B01HIJ8X36?ipRedirectOverride=true&overrideBaseCountry=true"";""The Hike: A Novel"")",,,"When Ben, a suburban family man, takes a business trip to rural Pennsylvania, he decides to spend the afternoon before his dinner meeting on a short hike....",Drew Magary,Christopher Lane,,,,,','7h 54m left,,,',',',,,,,,,,,true,true,'B01HIJ8X36,,,,,,
331,"=HYPERLINK(""https://audible.com/pd/B07HHJNFTZ?ipRedirectOverride=true&overrideBaseCountry=true""; IMAGE(""https://m.media-amazon.com/images/I/61Cy1oEy7gL._SL75_.jpg""))",,"=HYPERLINK(""https://www.audible.com/webplayer?asin=B07HHJNFTZ""; IMAGE(""https://i.imgur.com/PdFLCdl.png""; 4; 20; 20))","=HYPERLINK(""https://www.goodreads.com/search?q=Steven%20Novella%20-%20The%20Skeptics'%20Guide%20to%20the%20Universe""; IMAGE(""https://i.imgur.com/RPJRqNX.png""; 4; 20; 20))","=HYPERLINK(""https://audible.com/pd/B07HHJNFTZ?ipRedirectOverride=true&overrideBaseCountry=true"";""The Skeptics' Guide to the Universe: How to Know What's Really Real in a World Increasingly Full of Fake"")","=HYPERLINK(""https://audible.com/pd/B07HHJNFTZ?ipRedirectOverride=true&overrideBaseCountry=true"";""The Skeptics' Guide to the Universe"")",,,"An all-encompassing guide to skeptical thinking from podcast host and academic neurologist at Yale University School of Medicine Steven Novella and his SGU co-hosts, which Richard Wiseman calls ""the perfect primer for anyone who wants to separate fact from fiction."" It is intimidating to realize...","Steven Novella, Bob Novella, Cara Santa Maria, Jay Novella, Evan Bernstein",Steven Novella,"History, History & Philosophy, Philosophy, Physics, Science, Social Sciences, Inspiring, Thought-Provoking",Politics & Social Sciences > Social Sciences,Politics & Social Sciences,Social Sciences,"'15h 55m ",',2018-10-02,Hachette Audio,','4.5,'2011,,Unabridged Audiobook,English,available,,,,,,,'B07HHJNFTZ,'1538760517,'9781538760512,"<b>An all-encompassing guide to skeptical thinking from podcast host and academic neurologist at Yale University School of Medicine Steven Novella and his SGU co-hosts, which Richard Wiseman calls ""the perfect primer for anyone who wants to separate fact from fiction.""</b><br><br> It is intimidating to realize that we live in a world overflowing with misinformation, bias, myths, deception, and flawed knowledge. There really are no ultimate authority figures-no one has the secret, and there is no place to look up the definitive answers to our questions (not even Google).<br> Luckily, <i>The Skeptic's Guide to the Universe</i> is your map through this maze of modern life. Here Dr. Steven Novella-along with Bob Novella, Cara Santa Maria, Jay Novella, and Evan Bernstein-will explain the tenets of skeptical thinking and debunk some of the biggest scientific myths, fallacies, and conspiracy theories-from anti-vaccines to homeopathy, UFO sightings to N- rays. You'll learn the difference between science and pseudoscience, essential critical thinking skills, ways to discuss conspiracy theories with that crazy co- worker of yours, and how to combat sloppy reasoning, bad arguments, and superstitious thinking. <br><br> So are you ready to join them on an epic scientific quest, one that has taken us from huddling in dark caves to setting foot on the moon? (Yes, we really did that.) DON'T PANIC! With <i>The Skeptic's Guide to the Universe</i>, we can do this together.<br><br> ""Thorough, informative, and enlightening, <i>The Skeptic's Guide to the Universe</i> inoculates you against the frailties and shortcomings of human cognition. If this book does not become required reading for us all, we may well see modern civilization unravel before our eyes."" -- Neil deGrasse Tyson<br> ""In this age of real and fake information, your ability to reason, to think in scientifically skeptical fashion, is the most important skill you can have. Read <i>The Skeptics' Guide Universe</i>; get better at reasoning. And if this claim about the importance of reason is wrong, <i>The Skeptics' Guide </i>will help you figure that out, too."" -- Bill Nye",,How to Know What's Really Real in a World Increasingly Full of Fake,
